# Astronet-Triage-v2 TCE information
# TIC ID
# Epoch: BLS-detected transit center in BTJD (BJD - 2457000)
# Period: BLS-detected period in days
# Duration: BLS-detected duration in days
# Depth: BLS-detected depth in ppm
# SMass: stellar mass in solar masses via TIC 8.2
# SRad: stellar radius in solar radii via TIC 8.2
# SRadEst: estimated stellar radius (see section 3.2 for more info)
# Tmag: TESS-band magnitude
# Year: 1, 2, or 3 -- the TESS Cycle during which the signal was detected
# MinT and MaxT: min and max BTJD used from the light curve
# Split: test, train, or val -- which dataset the signal was used for
# Consensus Label: final label used for training by unanimous vote or discusison. When absent, we
#                  used a weighted average of the individual votes for training.
# L1-8: labels assigned by our eight individual labellers
TIC ID,Epoch,Period,Duration,Depth,SMass,SRad,SRadEst,Tmag,Year,MinT,MaxT,Split,Consensus Label,L1,L2,L3,L4,L5,L6,L7,L8,Notes
306822272,1355.555224,4.701282,0.1545781522,230,,10.2784,11.19351524,9.6448,1,1354.113572,1682.34506,test,J,J,J,J,,,,,,
139371718,1356.554614,2.779754,0.3443003304,3880,1.16,2.76353,2.639046116,11.4124,1,1354.114973,1682.343537,test,J,J,J,J,,,,,,
348842421,1326.361915,1.465865,0.06002717175,300,0.96,0.967886,0.9257475833,10.8152,1,1325.320598,1682.34464,test,J,J,J,J,,,,,,
383618904,1634.649045,9.176043,0.131033894,650,,11.0183,11.22413554,8.8648,1,1624.969574,1682.34457,test,J,J,S,J,,,,,,
88883507,1657.561244,0.669461,0.08931948662,800,1.57,1.90447,1.87348135,11.1261,1,1653.927188,1682.343874,test,,B,N,B,,,,,,
98175923,1631.495173,3.324953,0.39616815,279460,2.09,3.2512,2.903263302,10.019,1,1624.971132,1652.867263,test,E,E,E,E,,,,,,
277108565,1354.547886,1.147809,0.1798387141,2210,,,21.35415563,10.7413,1,1354.114347,1652.864813,test,J,J,J,J,,,,,,
410368854,1655.303498,2.57788,0.1527136112,510,,9.33967,9.927833474,9.9519,1,1653.926783,1682.343506,test,J,J,E,J,,,,,,
108438548,1657.071601,0.238211,0.2181512517,2020,2.14,1.76169,1.779840733,10.1311,1,1653.926175,1682.342954,test,,J,N,J,,,,,,
32151666,1326.219065,1.081837,0.1884235503,161920,1.64,3.90662,4.212303057,9.4259,1,1325.32248,1682.343115,test,J,J,J,J,,,,,,
278632150,1330.893235,15.816445,0.1994453715,820,,10.0138,9.34774744,10.8023,1,1325.325213,1682.342735,test,,J,N,J,,,,,,
112988537,1658.27609,7.511314,0.1575122546,910,,10.5815,10.18170021,10.1782,1,1653.925712,1682.342533,test,J,J,E,J,,,,,,
55606265,1334.390897,14.576876,0.1728817494,1330,,16.8181,17.3592034,10.4772,1,1325.321897,1682.34354,test,J,J,J,J,,,,,,
279512738,1392.618849,49.061696,0.601005776,720,,27.914,29.13665568,10.5266,1,1354.112959,1682.344962,test,J,J,J,J,,,,,,
290350529,1325.815167,0.462393,0.08981984025,97170,1.31,1.89504,1.941289416,10.9965,1,1325.325085,1682.342815,test,,J,B,J,,,,,,
404933760,1327.083282,2.361698,0.2013111375,4100,,,55.90626965,11.2512,1,1325.321881,1682.344029,test,,J,N,B,,,,,,
369768134,1625.546094,0.51517,0.0736796134,830,2,2.59677,2.646200227,8.3557,1,1624.969268,1682.344247,test,,J,N,J,,,,,,
29778225,1326.742923,2.108226,0.3550252584,360,1.24,1.89312,1.885214911,9.7389,1,1325.322267,1682.343267,test,,J,B,J,,,,,,
287955425,1603.255333,5.106906,0.1561181164,330,,11.2109,11.17417031,8.2029,1,1596.782133,1682.344897,test,J,J,J,J,,,,,,
339769615,1384.146802,31.179773,0.3925533421,840,0.668659,25.2825,21.38590781,10.3759,1,1381.71811,1682.345192,test,J,J,J,J,,,,,,
287356043,1394.06883,14.483097,0.2638820273,3160,,25.5284,33.77236191,11.2927,1,1381.718632,1652.865688,test,J,J,S,J,,,,,,
55559618,1346.423763,21.373845,0.2088224657,480,0.96,0.811463,0.7987618749,9.5165,1,1325.321927,1682.343534,test,E,N,E,E,,,,,,
261203535,1328.064787,2.730448,0.2009336683,300,,11.5585,11.68178207,10.8766,1,1325.322752,1682.344128,test,J,J,J,J,,,,,,
256096776,1627.61857,0.231724,0.0218631594,1070,1.92,2.03123,2.016495112,10.0569,1,1624.969278,1682.344257,test,,J,B,J,,,,,,
365608020,1655.285741,3.268498,0.1906514883,1060,,8.52953,8.69272955,11.1258,1,1653.927328,1682.344002,test,J,J,E,J,,,,,,
1640949,1657.061595,0.295155,0.0834934464,390,1.165,1.3505,1.278876092,11.0305,1,1653.925986,1682.342782,test,,J,N,B,,,,,,
351603103,1655.054246,2.942219,0.1987468935,4810,,3.12602,3.173928214,10.5598,1,1653.92588,1682.342685,test,E,E,E,E,,,,,,
373594903,1331.730694,14.122801,0.2806200559,200,0.83,0.79123,0.769189092,9.6467,1,1325.321785,1682.343852,test,J,J,J,J,,,,,,
150391997,1337.758749,41.809568,0.4042985226,520,1.05,2.61278,2.607478435,11.3581,1,1325.321038,1682.344474,test,J,J,J,J,,,,,,
304094344,1325.85659,0.617254,0.05405293278,420,,,4.498660319,10.2586,1,1325.323691,1682.342853,test,,J,J,B,,,,,,
254045251,1657.193008,1.062517,0.2999166736,2920,,,2.981883358,6.5126,1,1653.926304,1682.34307,test,J,J,J,J,,,,,,
340216382,1384.00666,0.412393,0.04491784556,510,1.77,1.53151,1.50721156,10.1229,1,1381.717915,1682.345368,test,J,J,J,J,,,,,,
24485841,1657.383896,1.266683,0.1291383318,60640,,1.40661,2.279288739,11.2905,1,1653.927523,1682.344178,test,E,E,E,E,,,,,,
406114001,1654.369157,0.919918,0.2733904304,460,1.34,3.04148,3.033685073,9.2519,1,1653.926744,1682.343472,test,J,J,J,J,,,,,,
91246422,1659.446409,9.429249,0.2392200471,21870,,,5.533386087,5.0317,1,1653.926964,1682.34367,test,E,E,E,E,,,,,,
55369551,1331.248063,15.248599,0.1669721591,400,,9.46461,9.711904884,10.9534,1,1325.32163,1682.343651,test,,J,N,J,,,,,,
287492102,1385.632021,2.295726,0.1859767633,390,,10.3043,10.15547242,11.4089,1,1381.718453,1682.344943,test,,J,N,J,,,,,,
167718227,1326.01446,0.360309,0.02137352988,1160,1.69,1.57318,1.42008269,11.4661,1,1325.321004,1682.344736,test,J,J,J,J,,,,,,
143763844,1655.795564,13.240052,0.4017031777,4990,2.66,2.53335,2.671868952,8.4074,1,1653.926468,1682.343219,test,J,J,J,J,,,,,,
279425063,1375.031486,28.687599,0.2237632722,570,0.710777,14.1601,14.43574761,10.8891,1,1354.113024,1682.34491,test,J,J,J,J,,,,,,
424726962,1655.69551,0.922239,0.2498161003,2160,2.8,2.36812,2.315507845,10.6866,1,1653.926223,1682.342996,test,,J,B,J,,,,,,
339861871,1330.086212,27.69347,0.2240401723,709,,4.88213,5.186684134,11.4613,1,1325.320633,1682.345164,test,J,J,J,J,,,,,,
261337205,1612.995197,27.523895,0.8023215392,33660,,4.32163,4.425335078,11.21,1,1596.781726,1682.344199,test,J,J,J,J,,,,,,
287638406,1383.902615,0.425587,0.106724452,28410,,0.88386,0.7288307171,11.1845,1,1381.71832,1682.345061,test,J,J,J,J,,,,,,
395058341,1598.546906,14.383276,0.2023726933,1340,0.9,1.91822,1.990185276,11.4662,1,1596.782066,1682.344783,test,J,J,J,J,,,,,,
306470440,1326.499383,0.806143,0.0839194863,1280,1.63,4.58862,4.443272106,9.5606,1,1325.321304,1652.866085,test,,J,B,J,,,,,,
406776823,1626.198603,0.454059,0.22695231,4740,1.51,1.77134,1.754350212,11.138,1,1624.969659,1682.34466,test,,J,J,B,,,,,,
149346449,1331.254584,39.839516,0.19919758,180893800,,,118.824442,9.7297,1,1325.321434,1682.343912,test,J,J,J,J,,,,,,
143764241,1661.525501,5.949856,0.3463411178,890,,,,11.0021,1,1653.926467,1682.343218,test,J,J,J,S,,,,,,
369368034,1640.304441,27.956225,0.828622509,7630,,1.3133,1.395583433,10.9157,1,1624.969111,1682.344081,test,J,J,S,J,,,,,,
149252305,1329.566481,7.901282,0.2448607292,280,0.6809,12.857578,13.99451834,11.4256,1,1325.321413,1652.86467,test,,J,N,J,,,,,,
317250848,1598.826073,0.699198,0.1202340881,9630,1.14,2.32066,2.337152675,8.0304,1,1596.781868,1682.344442,test,,J,N,J,,,,,,
167695709,1332.665601,7.491559,0.1755272274,250,,11.8685,10.51135773,10.7243,1,1325.321056,1652.865618,test,J,J,J,J,,,,,,
349096058,1326.041947,0.432532,0.2084501468,1130,1.48,2.17336,2.102129236,11.524,1,1325.321045,1652.865824,test,,J,B,J,,,,,,
167724464,1326.305876,0.980448,0.05984654592,280,1.19,1.89183,1.955304415,8.4438,1,1325.320895,1682.344782,test,J,J,J,J,,,,,,
220397647,1394.277511,49.560989,0.6289289504,950,1.09,0.890909,0.8879560529,10.2986,1,1354.11471,1652.8639,test,J,J,J,J,,,,,,
167044164,1328.083859,2.766559,0.1750955191,160,,10.3272,10.30069007,10.3407,1,1325.321769,1682.344357,test,J,J,J,J,,,,,,
86961683,1659.800608,3.525222,0.2034053094,500,,12.1957,12.9751677,8.4319,1,1653.927343,1682.344014,test,,J,N,J,,,,,,
339735499,1392.356099,36.985751,0.6949622613,1590,,21.1955,21.77287418,9.7521,1,1381.718026,1682.345261,test,J,J,J,J,,,,,,
351533365,1654.069431,0.488668,0.307386832,1330,1.38,2.28285,2.130499779,9.0427,1,1653.925822,1682.342633,test,J,J,J,J,,,,,,
265334217,1654.563144,16.841181,0.3324449129,7830,1.54,1.06627,1.308222308,9.1617,1,1653.926282,1682.34305,test,J,J,J,J,,,,,,
31999683,1325.700791,0.75892,0.0065115336,240,1.03,1.35714,1.359687617,9.2146,1,1325.322728,1682.343153,test,J,J,J,J,,,,,,
424725676,1655.822425,13.275778,0.4590764032,6030,1.23,1.62592,1.688766806,11.1992,1,1653.926195,1682.342971,test,J,J,J,J,,,,,,
317019189,1327.396651,32.327769,0.9119663635,2470,,26.4493,26.82136605,9.02,1,1325.324952,1682.342752,test,J,J,S,J,,,,,,
261647213,1325.837244,13.71519,0.1419522165,2650,1.13,1.24286,1.267926551,11.1977,1,1325.323791,1682.343152,test,J,J,J,J,,,,,,
426018605,1331.242052,25.161799,0.2382822365,910,,,7.053702423,8.86,1,1325.323263,1682.343229,test,,J,N,J,,,,,,
384074629,1633.28087,10.377361,0.1378113541,530,2.34,4.07568,4.087644761,9.9159,1,1624.969661,1682.344662,test,E,J,E,J,,,,,,"FN, kepler spline ate transit"
31871195,1337.558634,14.427028,0.1960633105,890,0.69,0.733669,0.7607357768,8.1473,1,1325.322743,1682.342986,test,J,J,J,J,,,,,,
323878236,1602.160581,6.391357,0.1786384282,77780,1.28,2.58011,2.608767911,11.2602,1,1596.782119,1682.344873,test,E,E,E,E,,,,,,
41233766,1354.244797,0.570726,0.391386769,3620,1.13,1.63725,1.473571383,9.9603,1,1354.113997,1682.344254,test,J,J,J,J,,,,,,
114682078,1657.454573,6.064957,0.05167343364,5560,1.11,0.983461,0.9965377872,10.9483,1,1653.925752,1682.342569,test,J,J,J,J,,,,,,
220478950,1354.533022,0.534615,0.2727017654,6050,1.59,1.78355,1.746656529,10.5664,1,1354.114325,1682.343468,test,,J,N,B,,,,,,
469872283,1655.930563,9.139456,0.163687657,1370,,10.449,11.6507704,11.3793,1,1653.926738,1682.343465,test,,J,N,J,,,,,,
401794138,1625.146774,0.298504,0.01777889824,5170,1.95,2.4635,2.369455372,9.1326,1,1624.968826,1682.34378,test,,J,B,J,,,,,,
167125872,1354.318242,1.270726,0.1215576492,190,1.08,1.89644,1.839932053,10.0853,1,1354.113938,1652.865268,test,J,J,J,J,,,,,,
272190447,1333.909728,13.293643,0.1698927575,620,0.63,0.653743,0.6809789778,11.3651,1,1325.321844,1652.86579,test,J,J,J,J,,,,,,
167814656,1367.730317,43.068378,0.4974397659,80,0.95,0.863682,0.8720018016,11.1735,1,1325.320861,1652.865752,test,J,J,J,J,,,,,,
24098807,1657.351883,0.736822,0.08275984704,850,,,131.4036731,10.4547,1,1653.927554,1682.344206,test,,J,B,J,,,,,,
364537759,1327.725743,3.343643,0.2891248102,1750,1.48,2.47428,2.537825396,10.4933,1,1325.322693,1652.864592,test,,J,B,J,,,,,,
50492157,1330.886868,24.254443,0.2326001084,17740,2.5,3.24056,3.402427856,8.7893,1,1325.323405,1682.343148,test,,J,N,J,,,,,,
279424844,1355.914378,1.945726,0.1579151222,160,,10.2721,11.13074824,9.9413,1,1354.113047,1652.865813,test,J,J,J,J,,,,,,
272186653,1326.023839,0.901976,0.1485013286,440,1.87,2.15625,2.093073024,9.7907,1,1325.322098,1652.865662,test,J,J,J,J,,,,,,
119385489,1657.774559,4.582025,0.2972359618,6150,1.48,1.55439,1.610004714,11.5062,1,1653.927174,1682.343863,test,,J,B,J,,,,,,
467961579,1654.763759,0.761585,0.1719811247,1060,2.08,3.41981,3.3797381,10.1795,1,1653.926795,1682.343518,test,J,J,J,J,,,,,,
38423593,1332.308824,26.052106,0.2047695532,430,,13.2223,13.09482436,10.8209,1,1325.322364,1682.343065,test,,J,N,J,,,,,,
101882434,1654.287087,7.762304,0.2661694042,9500,,5.58773,5.408909488,10.8627,1,1653.925516,1682.342355,test,E,E,E,E,,,,,,
141530525,1340.174916,27.449822,0.499037764,660,0.72,0.720265,0.7367590365,8.9179,1,1325.322101,1652.86495,test,J,J,J,J,,,,,,
340206201,1658.191958,2.287572,0.1573392022,690,,10.5233,10.5093839,10.4376,1,1653.926752,1682.343478,test,N,E,E,J,,,,,,
220397947,1355.937549,1.776282,0.1634001812,74560,1.22,1.79157,1.715321088,11.4459,1,1354.114729,1682.343184,test,E,E,E,E,,,,,,
394419101,1654.597266,14.129975,0.187646068,4300,0.96,0.99443,0.9814648736,10.9279,1,1653.925492,1682.342333,test,J,J,J,J,,,,,,
113342634,1657.256489,0.828489,0.03848331405,1370,0.77,0.740993,0.7303072627,10.0524,1,1653.925586,1682.342418,test,J,J,J,J,,,,,,
418637705,1635.82508,20.256352,0.2339608656,2200,1.41,2.20735,2.012289612,11.3192,1,1624.969707,1682.34471,test,,J,N,J,,,,,,
158235447,1654.069442,0.318529,0.07624628673,1260,1,1.24856,1.248931608,10.304,1,1653.926505,1682.343254,test,,J,B,B,,,,,,
238187753,1326.286725,26.289808,0.2305616162,930,,9.9716,10.96803315,11.1486,1,1325.323,1682.343479,test,J,J,J,J,,,,,,
345086534,1654.405909,0.411789,0.0878757726,1280,1.27,1.67212,1.62617205,10.6485,1,1653.927269,1682.343947,test,E,E,N,E,,,,,,
277022967,1366.500961,43.071909,0.7201623185,2539,,,95.15717975,10.294,1,1325.321951,1652.864811,test,J,J,J,J,,,,,,
383265135,1654.798335,0.802041,0.1206911297,1780,1.24,1.14537,1.181859157,11.2052,1,1653.928035,1682.344643,test,B,B,B,B,,,,,,
61138187,1656.405406,9.839193,0.1091166504,2750,,9.8025,9.889449624,11.1219,1,1653.926312,1682.343077,test,J,J,J,J,,,,,,
295648912,1659.667394,9.736784,0.1775989402,910,,10.5289,10.51665863,10.1032,1,1653.927373,1682.344042,test,J,J,J,J,,,,,,
231088021,1326.714206,1.706837,0.2195504433,50,1.44,1.83277,1.731882455,8.9833,1,1325.322305,1652.864275,test,J,J,J,J,,,,,,
177387690,1325.794617,0.172115,0.0122167227,830,1.69,2.35157,2.171622607,9.8052,1,1325.321985,1682.344564,test,J,J,J,J,,,,,,
260302492,1325.946931,18.906499,0.2317936777,2730,,,,10.739,1,1325.320575,1652.865303,test,J,J,J,J,,,,,,
141126559,1326.845193,1.553365,0.179833066,449310,2.08,2.57047,2.418829218,8.7659,1,1325.322187,1682.343914,test,S,B,S,B,,,,,,
80064194,1658.62183,5.810737,0.1868733019,257290,1.12,1.42023,1.437001257,10.5515,1,1653.925653,1682.342478,test,E,E,E,E,,,,,,
300137626,1355.819284,2.056143,0.1830995342,210,,10.3141,10.59228781,8.618,1,1354.113819,1682.344717,test,J,J,J,J,,,,,,
389865242,1353.305079,41.197131,1.070713435,22770,,12.6344,10.00061231,9.8853,1,1325.321658,1682.344095,test,J,J,J,J,,,,,,
272282944,1384.638598,2.265865,0.1871377904,250,,10.6086,11.53715262,11.1356,1,1381.718667,1682.34475,test,J,J,J,J,,,,,,
150166721,1326.634451,0.97142,0.1865514968,118440,1.35,4.46596,4.391703445,11.4945,1,1325.321096,1652.8652,test,J,J,J,J,,,,,,
140894352,1363.470208,44.11324,0.5046554656,2820,,,,10.9923,1,1325.322388,1682.343834,test,J,J,J,J,,,,,,
307035925,1356.55185,18.430913,0.1911285678,480,,14.1657,11.13856165,4.5547,1,1354.113549,1682.345096,test,,N,J,J,,,,,,
158457096,1655.803411,13.240035,0.3053152071,4240,1.19,2.5766,2.614310021,10.9469,1,1653.926322,1682.343086,test,J,J,J,J,,,,,,
271975954,1327.128325,3.35267,0.1947230736,250,,10.7543,12.47011344,11.2693,1,1325.321969,1652.865673,test,J,J,J,J,,,,,,
273699155,1331.40141,11.731837,0.2300613236,740,,11.9596,11.81319796,9.6568,1,1325.32441,1682.343216,test,,J,N,J,,,,,,
358273925,1326.437664,9.813087,0.1747710795,1769,,,,10.055,1,1325.323206,1682.343764,test,,J,N,J,,,,,,
388204070,1423.060031,43.647458,1.307677842,2950,0.98,2.04961,2.070346436,10.7891,1,1410.927878,1682.344304,test,J,J,J,J,,,,,,
410057403,1661.462377,12.78077,0.223663475,408250,1.16,2.48912,2.481746523,8.1107,1,1653.925982,1682.342778,test,E,E,E,E,,,,,,
